"id","sectionid","categoryid","contenttitle","picture","keywords","contentdescribe","contentfull","comefrom","author","createtime","addtime","published","publishtime","publisher","viewtimes","remarks","ordering","thirdid","addid","inorout","msgtype","downtimes","comments","forthid","fifthid","ishtml","isnotice","attach","titlecolor","titlesize","titlestyle","isurl","url","readable"
"1478","61","667","申屠莉","../../upload/2014-04-11/1397186003.jpg","","","<P align=center><IMG border=0 src=""/upload/2014-04-10/20140410050151385.jpg""></P>
<P style=""TEXT-ALIGN: justify; LINE-HEIGHT: 150%; MARGIN-TOP: 0pt; MARGIN-BOTTOM: 0pt"" class=p0><SPAN style=""FONT-FAMILY: '宋体'; FONT-SIZE: 10pt; FONT-WEIGHT: bold; mso-spacerun: 'yes'"">申屠莉</SPAN><SPAN style=""FONT-FAMILY: '宋体'; FONT-SIZE: 10pt; mso-spacerun: 'yes'"">，讲师，</SPAN><SPAN style=""FONT-FAMILY: '宋体'; FONT-SIZE: 10pt; mso-spacerun: 'yes'"">管理学硕士。曾任浙江财经大学东方学院学工部主任、人事组织部部长，现任浙江财经大学党委组织部、统战部副部长。</SPAN><SPAN style=""FONT-FAMILY: '宋体'; FONT-SIZE: 10pt; mso-spacerun: 'yes'""><?xml:namespace prefix = o ns = ""urn:schemas-microsoft-com:office:office"" /><o:p></o:p></SPAN></P>
<P style=""MARGIN-TOP: 0pt; MARGIN-BOTTOM: 0pt"" class=p0><SPAN style=""FONT-FAMILY: 'Times New Roman'; FONT-SIZE: 10.5pt; mso-spacerun: 'yes'""><o:p>&nbsp;</o:p></SPAN></P><!--EndFragment-->","浙江财经大学东方学院","校友办","1397105605","1397106223","1","1397106231","55","547","","40","0","55","0","0","0","0","0","0","0","1","","","","","0","","N;"
"1255","58","663","07电子商务班","../../upload/2014-04-06/1396773345.jpg","","","<IMG border=0 src=""/upload/2014-04-06/20140406083531626.jpg"">","浙江财经大学东方学院","校友办","1396773323","1396773369","1","1396773933","55","17","","134","692","55","0","0","0","0","0","0","0","0","","","","","0","","N;"
"1256","58","0","07法学1班","../../upload/2014-04-06/1396773425.jpg","","","<IMG border=0 src=""/upload/2014-04-06/20140406083659181.jpg"">","浙江财经大学东方学院","校友办","1396773406","1396773431","1","1396773933","55","3","","139","0","55","0","0","0","0","0","0","0","0","","","","","0","","N;"
